show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7187,Movie,Movie Title 7187,Christopher Nolan,"Actor A, Actor B, Actor C",South Korea,"March 18, 2018",2010,R,149 min,Romantic Movies,Description for Movie Title 7187.
s7188,Movie,Movie Title 7188,,,United Kingdom,"December 26, 2019",2000,R,172 min,"Comedies, Sports Movies, Documentaries",Description for Movie Title 7188.
s7189,TV Show,Show Title 7189,,"Actor A, Actor B, Actor C",United States,"October 24, 2021",2012,TV-MA,1 Season,Korean TV Shows,Description for Show Title 7189.
s7190,TV Show,Show Title 7190,Alfonso Cuarón,"Actor A, Actor B, Actor C",United Kingdom,"June 21, 2017",1984,TV-14,2 Seasons,"TV Mysteries, TV Dramas",Description for Show Title 7190.
s7191,Movie,Movie Title 7191,Spike Lee,,India,"May 18, 2020",1979,R,98 min,"Dramas, Independent Movies",Description for Movie Title 7191.
s7192,Movie,Movie Title 7192,Jordan Peele,"Actor A, Actor B, Actor C",United States,"January 21, 2020",2016,R,80 min,Sports Movies,Description for Movie Title 7192.
s7193,Movie,Movie Title 7193,Ridley Scott,"Actor A, Actor B, Actor C",United Kingdom,"February 8, 2016",1993,NR,57 min,"Independent Movies, Sci-Fi & Fantasy, International Movies",Description for Movie Title 7193.
s7194,Movie,Movie Title 7194,Christopher Nolan,"Actor A, Actor B, Actor C",,"April 18, 2018",2016,PG-13,73 min,"Romantic Movies, Sports Movies, Thrillers",Description for Movie Title 7194.
s7195,Movie,Movie Title 7195,Jordan Peele,"Actor A, Actor B, Actor C",,"June 2, 2018",2019,PG-13,113 min,International Movies,Description for Movie Title 7195.
s7196,Movie,Movie Title 7196,David Fincher,"Actor A, Actor B, Actor C",India,"November 9, 2010",1997,PG-13,73 min,"International Movies, Thrillers, Music & Musicals",Description for Movie Title 7196.
s7197,TV Show,Show Title 7197,Ryan Coogler,"Actor A, Actor B, Actor C","Japan, Canada","August 24, 2020",2009,TV-14,1 Season,"Korean TV Shows, British TV Shows",Description for Show Title 7197.
s7198,Movie,Movie Title 7198,Bong Joon-ho,"Actor A, Actor B, Actor C",Italy,"August 14, 2019",1975,TV-14,102 min,Independent Movies,Description for Movie Title 7198.
s7199,Movie,Movie Title 7199,,"Actor A, Actor B, Actor C",France,"January 19, 2011",2003,TV-MA,83 min,"Sci-Fi & Fantasy, Comedies",Description for Movie Title 7199.
s7200,TV Show,Show Title 7200,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,"July 28, 2020",2007,TV-Y,3 Seasons,"Korean TV Shows, TV Comedies, International TV Shows",Description for Show Title 7200.
s7201,Movie,Movie Title 7201,Ridley Scott,"Actor A, Actor B, Actor C",Canada,"December 12, 2021",1995,TV-PG,100 min,"Romantic Movies, Sci-Fi & Fantasy, Dramas",Description for Movie Title 7201.
s7202,Movie,Movie Title 7202,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"August 21, 2012",1977,TV-MA,115 min,"Documentaries, International Movies, Independent Movies",Description for Movie Title 7202.
s7203,TV Show,Show Title 7203,Martin Scorsese,"Actor A, Actor B, Actor C",Turkey,"September 8, 2020",2021,TV-PG,2 Seasons,"TV Thrillers, Crime TV Shows",Description for Show Title 7203.
s7204,Movie,Movie Title 7204,Denis Villeneuve,"Actor A, Actor B, Actor C",United Kingdom,"November 5, 2016",2013,NR,143 min,"Thrillers, Horror Movies",Description for Movie Title 7204.
s7205,Movie,Movie Title 7205,,"Actor A, Actor B, Actor C",India,"July 21, 2019",1958,PG-13,99 min,Music & Musicals,Description for Movie Title 7205.
s7206,Movie,Movie Title 7206,David Fincher,,India,"May 9, 2017",1975,PG-13,125 min,"Romantic Movies, Dramas",Description for Movie Title 7206.
s7207,Movie,Movie Title 7207,Martin Scorsese,"Actor A, Actor B, Actor C",United States,,1993,TV-14,130 min,"Horror Movies, Independent Movies",Description for Movie Title 7207.
s7208,Movie,Movie Title 7208,Alfonso Cuarón,"Actor A, Actor B, Actor C",United Kingdom,"August 6, 2010",2021,PG,100 min,Dramas,Description for Movie Title 7208.
s7209,TV Show,Show Title 7209,Martin Scorsese,"Actor A, Actor B, Actor C",Japan,"October 11, 2020",2002,NR,3 Seasons,TV Comedies,Description for Show Title 7209.
s7210,Movie,Movie Title 7210,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"August 1, 2016",2008,R,138 min,Action & Adventure,Description for Movie Title 7210.
s7211,Movie,Movie Title 7211,Greta Gerwig,"Actor A, Actor B, Actor C",Japan,"May 8, 2014",1995,TV-14,53 min,"Music & Musicals, Stand-Up Comedy",Description for Movie Title 7211.
s7212,Movie,Movie Title 7212,,"Actor A, Actor B, Actor C",United States,"July 16, 2018",2007,PG,70 min,"International Movies, Thrillers",Description for Movie Title 7212.
s7213,TV Show,Show Title 7213,Ridley Scott,"Actor A, Actor B, Actor C",United States,"April 20, 2013",2004,TV-Y,3 Seasons,Kids' TV,Description for Show Title 7213.
s7214,Movie,Movie Title 7214,Guillermo del Toro,"Actor A, Actor B, Actor C",India,"March 5, 2014",2001,TV-MA,80 min,"Independent Movies, Music & Musicals",Description for Movie Title 7214.
s7215,Movie,Movie Title 7215,Alfonso Cuarón,"Actor A, Actor B, Actor C",Canada,"March 21, 2021",1959,TV-14,56 min,Comedies,Description for Movie Title 7215.
s7216,TV Show,Show Title 7216,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,"January 6, 2021",2004,TV-MA,3 Seasons,International TV Shows,Description for Show Title 7216.
s7217,TV Show,Show Title 7217,,"Actor A, Actor B, Actor C",Japan,"December 7, 2015",1998,TV-PG,5 Seasons,"Anime Series, TV Thrillers",Description for Show Title 7217.
s7218,Movie,Movie Title 7218,Jordan Peele,"Actor A, Actor B, Actor C",United States,"May 5, 2013",1995,TV-MA,76 min,Children & Family Movies,Description for Movie Title 7218.
s7219,Movie,Movie Title 7219,James Cameron,"Actor A, Actor B, Actor C",Germany,"November 15, 2020",2005,PG-13,122 min,"Sports Movies, Independent Movies",Description for Movie Title 7219.
s7220,Movie,Movie Title 7220,James Cameron,"Actor A, Actor B, Actor C",Japan,"August 3, 2019",1980,R,120 min,"Sci-Fi & Fantasy, Sports Movies, Horror Movies",Description for Movie Title 7220.
s7221,TV Show,Show Title 7221,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"October 20, 2018",2016,TV-Y7,3 Seasons,"TV Comedies, British TV Shows, Teen TV Shows",Description for Show Title 7221.
s7222,Movie,Movie Title 7222,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"November 22, 2021",2001,R,115 min,"Horror Movies, Sports Movies, Action & Adventure",Description for Movie Title 7222.
s7223,TV Show,Show Title 7223,,"Actor A, Actor B, Actor C",Germany,"October 23, 2016",2008,NR,3 Seasons,"Docuseries, TV Dramas, International TV Shows",Description for Show Title 7223.
s7224,Movie,Movie Title 7224,,"Actor A, Actor B, Actor C",Germany,"April 22, 2021",2009,G,138 min,"Horror Movies, Children & Family Movies, Documentaries",Description for Movie Title 7224.
s7225,Movie,Movie Title 7225,,"Actor A, Actor B, Actor C","United States, United Kingdom","November 16, 2021",2009,R,73 min,"Independent Movies, Documentaries",Description for Movie Title 7225.
s7226,TV Show,Show Title 7226,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"December 3, 2020",2003,TV-Y,2 Seasons,Reality TV,Description for Show Title 7226.
s7227,Movie,Movie Title 7227,David Fincher,"Actor A, Actor B, Actor C",United States,"June 21, 2021",2021,G,103 min,Action & Adventure,Description for Movie Title 7227.
s7228,Movie,Movie Title 7228,Alfonso Cuarón,"Actor A, Actor B, Actor C","United States, Nigeria","February 24, 2018",2016,R,120 min,Romantic Movies,Description for Movie Title 7228.
s7229,Movie,Movie Title 7229,Jordan Peele,"Actor A, Actor B, Actor C",Canada,"June 25, 2017",2000,PG-13,47 min,"International Movies, Thrillers, Music & Musicals",Description for Movie Title 7229.
s7230,Movie,Movie Title 7230,Ridley Scott,"Actor A, Actor B, Actor C",India,"November 19, 2017",2009,R,184 min,"Sports Movies, Independent Movies, Documentaries",Description for Movie Title 7230.
s7231,TV Show,Show Title 7231,Jordan Peele,"Actor A, Actor B, Actor C",India,,1998,TV-14,3 Seasons,"TV Dramas, Korean TV Shows",Description for Show Title 7231.
s7232,TV Show,Show Title 7232,Ryan Coogler,"Actor A, Actor B, Actor C",Australia,"July 3, 2020",2016,TV-14,5 Seasons,Teen TV Shows,Description for Show Title 7232.
s7233,Movie,Movie Title 7233,Ridley Scott,"Actor A, Actor B, Actor C",United States,"December 16, 2018",2014,TV-MA,145 min,Independent Movies,Description for Movie Title 7233.
s7234,Movie,Movie Title 7234,Jordan Peele,"Actor A, Actor B, Actor C",India,"February 26, 2020",1988,TV-MA,114 min,"Independent Movies, Music & Musicals",Description for Movie Title 7234.
s7235,Movie,Movie Title 7235,Steven Spielberg,"Actor A, Actor B, Actor C","South Korea, Egypt","March 21, 2016",1970,R,102 min,"Anime Features, Documentaries, Comedies",Description for Movie Title 7235.
s7236,Movie,Movie Title 7236,Quentin Tarantino,"Actor A, Actor B, Actor C","France, Turkey","September 3, 2016",2006,PG-13,63 min,"Comedies, Romantic Movies, Anime Features",Description for Movie Title 7236.
s7237,Movie,Movie Title 7237,Bong Joon-ho,"Actor A, Actor B, Actor C","Spain, Mexico","April 21, 2017",2020,TV-PG,49 min,"Anime Features, Thrillers, Action & Adventure",Description for Movie Title 7237.
s7238,TV Show,Show Title 7238,Ridley Scott,"Actor A, Actor B, Actor C",Egypt,"February 11, 2018",1995,TV-14,4 Seasons,"TV Comedies, Crime TV Shows, TV Dramas",Description for Show Title 7238.
s7239,Movie,Movie Title 7239,Ava DuVernay,"Actor A, Actor B, Actor C",India,"November 10, 2011",1965,TV-14,111 min,"Sports Movies, Thrillers, Sci-Fi & Fantasy",Description for Movie Title 7239.
s7240,Movie,Movie Title 7240,David Fincher,"Actor A, Actor B, Actor C",United States,"February 10, 2015",2017,R,57 min,Independent Movies,Description for Movie Title 7240.
s7241,Movie,Movie Title 7241,James Cameron,"Actor A, Actor B, Actor C",Japan,"August 4, 2018",1959,PG,206 min,"Comedies, Dramas",Description for Movie Title 7241.
s7242,Movie,Movie Title 7242,James Cameron,"Actor A, Actor B, Actor C",South Korea,"March 1, 2021",2007,PG-13,100 min,"Anime Features, Horror Movies, Dramas",Description for Movie Title 7242.
s7243,Movie,Movie Title 7243,Bong Joon-ho,"Actor A, Actor B, Actor C","United States, Italy","January 6, 2019",2000,R,82 min,"Independent Movies, Horror Movies",Description for Movie Title 7243.
s7244,Movie,Movie Title 7244,Spike Lee,"Actor A, Actor B, Actor C",India,"November 18, 2021",1975,R,92 min,"International Movies, Sports Movies, Sci-Fi & Fantasy",Description for Movie Title 7244.
s7245,Movie,Movie Title 7245,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"November 21, 2016",1984,PG-13,120 min,"Thrillers, Action & Adventure",Description for Movie Title 7245.
s7246,Movie,Movie Title 7246,,"Actor A, Actor B, Actor C",India,"November 28, 2018",1992,R,92 min,"Stand-Up Comedy, Music & Musicals, Sci-Fi & Fantasy",Description for Movie Title 7246.
s7247,TV Show,Show Title 7247,,"Actor A, Actor B, Actor C",United States,"March 9, 2013",1994,TV-MA,9 Seasons,"British TV Shows, Kids' TV",Description for Show Title 7247.
s7248,TV Show,Show Title 7248,Steven Spielberg,"Actor A, Actor B, Actor C",India,"January 9, 2021",2019,TV-14,3 Seasons,"TV Action & Adventure, Korean TV Shows",Description for Show Title 7248.
s7249,Movie,Movie Title 7249,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"June 24, 2016",1998,R,125 min,"Documentaries, Horror Movies, Sports Movies",Description for Movie Title 7249.
s7250,TV Show,Show Title 7250,Jordan Peele,,"United Kingdom, Australia","February 3, 2017",1995,UR,2 Seasons,"TV Mysteries, Crime TV Shows, TV Thrillers",Description for Show Title 7250.
s7251,Movie,Movie Title 7251,Ryan Coogler,"Actor A, Actor B, Actor C",India,"March 11, 2021",2011,PG-13,167 min,Music & Musicals,Description for Movie Title 7251.
s7252,Movie,Movie Title 7252,,"Actor A, Actor B, Actor C",United States,"February 26, 2015",2008,PG-13,55 min,Children & Family Movies,Description for Movie Title 7252.
s7253,TV Show,Show Title 7253,Jordan Peele,"Actor A, Actor B, Actor C",United States,"July 22, 2018",2008,TV-14,3 Seasons,"Talk Shows & Variety, Kids' TV",Description for Show Title 7253.
s7254,Movie,Movie Title 7254,Denis Villeneuve,"Actor A, Actor B, Actor C",France,"August 13, 2018",2017,PG-13,141 min,"Romantic Movies, Thrillers, Children & Family Movies",Description for Movie Title 7254.
s7255,TV Show,Show Title 7255,Denis Villeneuve,"Actor A, Actor B, Actor C",Italy,"September 7, 2021",1963,TV-14,1 Season,"Kids' TV, Docuseries",Description for Show Title 7255.
s7256,Movie,Movie Title 7256,Ryan Coogler,"Actor A, Actor B, Actor C",Canada,"April 8, 2021",1997,TV-MA,94 min,"Sports Movies, Action & Adventure",Description for Movie Title 7256.
s7257,Movie,Movie Title 7257,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,"April 15, 2017",2014,PG,75 min,"Sci-Fi & Fantasy, Independent Movies",Description for Movie Title 7257.
s7258,Movie,Movie Title 7258,David Fincher,"Actor A, Actor B, Actor C",Spain,"May 26, 2019",1969,PG,120 min,"Romantic Movies, Children & Family Movies",Description for Movie Title 7258.
s7259,TV Show,Show Title 7259,,"Actor A, Actor B, Actor C",,"February 26, 2015",2005,TV-MA,5 Seasons,"International TV Shows, Docuseries, Anime Series",Description for Show Title 7259.
s7260,TV Show,Show Title 7260,,"Actor A, Actor B, Actor C",United States,"August 23, 2016",2001,NR,3 Seasons,"TV Comedies, TV Dramas, Kids' TV",Description for Show Title 7260.
s7261,Movie,Movie Title 7261,Spike Lee,"Actor A, Actor B, Actor C","United States, Japan","February 8, 2019",1977,TV-14,120 min,"Children & Family Movies, Anime Features, Action & Adventure",Description for Movie Title 7261.
s7262,TV Show,Show Title 7262,Jordan Peele,"Actor A, Actor B, Actor C",India,"October 10, 2018",1996,TV-Y,2 Seasons,"TV Mysteries, Kids' TV",Description for Show Title 7262.
s7263,Movie,Movie Title 7263,,"Actor A, Actor B, Actor C",United States,"February 10, 2020",1999,R,105 min,Stand-Up Comedy,Description for Movie Title 7263.
s7264,TV Show,Show Title 7264,,"Actor A, Actor B, Actor C",United States,"August 20, 2016",1975,TV-Y,1 Season,"Korean TV Shows, TV Thrillers, TV Mysteries",Description for Show Title 7264.
s7265,Movie,Movie Title 7265,,"Actor A, Actor B, Actor C",Canada,"January 14, 2018",2001,R,87 min,Children & Family Movies,Description for Movie Title 7265.
s7266,Movie,Movie Title 7266,Ava DuVernay,"Actor A, Actor B, Actor C",United Kingdom,"December 3, 2018",1994,TV-MA,107 min,"Independent Movies, International Movies, Documentaries",Description for Movie Title 7266.
s7267,Movie,Movie Title 7267,Quentin Tarantino,"Actor A, Actor B, Actor C",India,"July 27, 2021",2005,PG,113 min,"Documentaries, Sports Movies",Description for Movie Title 7267.
s7268,Movie,Movie Title 7268,Ridley Scott,"Actor A, Actor B, Actor C",United States,"February 26, 2008",2014,TV-MA,82 min,Music & Musicals,Description for Movie Title 7268.
s7269,Movie,Movie Title 7269,,"Actor A, Actor B, Actor C",United Kingdom,"October 17, 2016",2017,PG-13,78 min,"Action & Adventure, Sports Movies",Description for Movie Title 7269.
s7270,Movie,Movie Title 7270,Martin Scorsese,"Actor A, Actor B, Actor C",South Korea,"February 13, 2017",2012,PG-13,80 min,"Stand-Up Comedy, Comedies",Description for Movie Title 7270.
s7271,Movie,Movie Title 7271,Bong Joon-ho,"Actor A, Actor B, Actor C",South Korea,"June 28, 2019",2002,R,146 min,Comedies,Description for Movie Title 7271.
s7272,Movie,Movie Title 7272,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"March 10, 2021",2001,R,133 min,"International Movies, Stand-Up Comedy",Description for Movie Title 7272.
s7273,TV Show,Show Title 7273,James Cameron,"Actor A, Actor B, Actor C",India,"November 17, 2016",2018,TV-MA,3 Seasons,TV Thrillers,Description for Show Title 7273.
s7274,Movie,Movie Title 7274,Ridley Scott,"Actor A, Actor B, Actor C",Japan,"April 3, 2021",1980,TV-14,189 min,"Romantic Movies, Music & Musicals, Action & Adventure",Description for Movie Title 7274.
s7275,Movie,Movie Title 7275,David Fincher,"Actor A, Actor B, Actor C",Japan,"October 7, 2021",1971,PG-13,82 min,Stand-Up Comedy,Description for Movie Title 7275.
s7276,Movie,Movie Title 7276,James Cameron,"Actor A, Actor B, Actor C",Canada,"June 10, 2014",2016,R,166 min,Independent Movies,Description for Movie Title 7276.
s7277,Movie,Movie Title 7277,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"January 15, 2020",2009,TV-14,81 min,"Stand-Up Comedy, Sports Movies, Horror Movies",Description for Movie Title 7277.
s7278,Movie,Movie Title 7278,Ava DuVernay,"Actor A, Actor B, Actor C",United Kingdom,"July 6, 2020",2006,,135 min,"Thrillers, Horror Movies, Documentaries",Description for Movie Title 7278.
s7279,Movie,Movie Title 7279,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"December 26, 2020",1993,R,128 min,Stand-Up Comedy,Description for Movie Title 7279.
s7280,Movie,Movie Title 7280,Ryan Coogler,"Actor A, Actor B, Actor C",Germany,,1992,PG-13,128 min,"Action & Adventure, Thrillers, Comedies",Description for Movie Title 7280.
s7281,Movie,Movie Title 7281,Ava DuVernay,"Actor A, Actor B, Actor C",Japan,"July 16, 2016",2013,TV-14,76 min,"Stand-Up Comedy, Thrillers, Music & Musicals",Description for Movie Title 7281.
s7282,Movie,Movie Title 7282,,"Actor A, Actor B, Actor C",Mexico,"February 1, 2018",1971,PG-13,112 min,International Movies,Description for Movie Title 7282.
s7283,TV Show,Show Title 7283,,"Actor A, Actor B, Actor C",United States,"November 26, 2018",1998,TV-14,2 Seasons,"TV Action & Adventure, Korean TV Shows",Description for Show Title 7283.
s7284,TV Show,Show Title 7284,Ridley Scott,"Actor A, Actor B, Actor C",,"March 19, 2015",1981,TV-MA,1 Season,"Reality TV, TV Comedies, TV Dramas",Description for Show Title 7284.
s7285,Movie,Movie Title 7285,,"Actor A, Actor B, Actor C",South Korea,"May 8, 2018",1999,TV-14,136 min,"Sci-Fi & Fantasy, Independent Movies",Description for Movie Title 7285.
s7286,TV Show,Show Title 7286,,"Actor A, Actor B, Actor C",United States,"July 22, 2020",1991,TV-14,3 Seasons,International TV Shows,Description for Show Title 7286.
s7287,Movie,Movie Title 7287,Ryan Coogler,"Actor A, Actor B, Actor C",India,"May 18, 2018",2004,R,45 min,"Sports Movies, Horror Movies",Description for Movie Title 7287.
s7288,TV Show,Show Title 7288,Alfonso Cuarón,"Actor A, Actor B, Actor C",South Korea,"December 11, 2015",2014,TV-14,2 Seasons,"Anime Series, British TV Shows",Description for Show Title 7288.
s7289,Movie,Movie Title 7289,Quentin Tarantino,"Actor A, Actor B, Actor C",Egypt,"August 13, 2017",2008,R,76 min,"International Movies, Comedies",Description for Movie Title 7289.
s7290,TV Show,Show Title 7290,Denis Villeneuve,"Actor A, Actor B, Actor C",United States,"May 2, 2021",2003,TV-Y,9 Seasons,"TV Mysteries, Anime Series, Kids' TV",Description for Show Title 7290.
s7291,Movie,Movie Title 7291,Ava DuVernay,"Actor A, Actor B, Actor C","Brazil, Canada","October 12, 2014",2019,R,188 min,"Music & Musicals, Dramas, Stand-Up Comedy",Description for Movie Title 7291.
s7292,Movie,Movie Title 7292,Greta Gerwig,"Actor A, Actor B, Actor C","South Korea, Canada","November 13, 2015",1983,TV-14,58 min,International Movies,Description for Movie Title 7292.
s7293,Movie,Movie Title 7293,Spike Lee,"Actor A, Actor B, Actor C",Mexico,"May 8, 2011",2013,R,67 min,"Documentaries, Stand-Up Comedy",Description for Movie Title 7293.
s7294,Movie,Movie Title 7294,,"Actor A, Actor B, Actor C",India,"May 20, 2016",1994,PG-13,155 min,"Anime Features, International Movies, Comedies",Description for Movie Title 7294.
s7295,Movie,Movie Title 7295,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"November 27, 2013",1975,PG-13,87 min,"Horror Movies, Music & Musicals, Comedies",Description for Movie Title 7295.
s7296,Movie,Movie Title 7296,David Fincher,"Actor A, Actor B, Actor C",Japan,"October 7, 2021",2019,PG-13,108 min,"Romantic Movies, Horror Movies",Description for Movie Title 7296.
s7297,Movie,Movie Title 7297,,"Actor A, Actor B, Actor C",South Korea,"December 1, 2018",2017,PG-13,65 min,"Children & Family Movies, Horror Movies",Description for Movie Title 7297.
s7298,TV Show,Show Title 7298,Spike Lee,"Actor A, Actor B, Actor C","Mexico, United Kingdom","October 24, 2014",1959,TV-MA,2 Seasons,"TV Comedies, Talk Shows & Variety, TV Dramas",Description for Show Title 7298.
s7299,TV Show,Show Title 7299,Christopher Nolan,"Actor A, Actor B, Actor C",United States,"August 1, 2020",2008,TV-Y,2 Seasons,Kids' TV,Description for Show Title 7299.
s7300,Movie,Movie Title 7300,Greta Gerwig,"Actor A, Actor B, Actor C",France,"October 1, 2019",1996,PG,116 min,Romantic Movies,Description for Movie Title 7300.
s7301,Movie,Movie Title 7301,Bong Joon-ho,"Actor A, Actor B, Actor C",Mexico,"August 23, 2019",2018,PG-13,93 min,"Action & Adventure, Stand-Up Comedy, Music & Musicals",Description for Movie Title 7301.
s7302,TV Show,Show Title 7302,,"Actor A, Actor B, Actor C",Australia,"March 9, 2021",1995,TV-MA,1 Season,"International TV Shows, TV Comedies",Description for Show Title 7302.
s7303,Movie,Movie Title 7303,Guillermo del Toro,"Actor A, Actor B, Actor C",South Korea,"July 11, 2015",2001,PG-13,67 min,"Horror Movies, International Movies, Comedies",Description for Movie Title 7303.
s7304,Movie,Movie Title 7304,David Fincher,"Actor A, Actor B, Actor C",India,"September 17, 2013",2014,TV-PG,143 min,Dramas,Description for Movie Title 7304.
s7305,TV Show,Show Title 7305,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"January 10, 2013",2021,TV-MA,13 Seasons,Crime TV Shows,Description for Show Title 7305.
s7306,Movie,Movie Title 7306,Bong Joon-ho,,India,"March 1, 2017",1996,TV-14,71 min,"Documentaries, Anime Features",Description for Movie Title 7306.
s7307,TV Show,Show Title 7307,Alfonso Cuarón,"Actor A, Actor B, Actor C",Spain,"July 16, 2017",2018,NR,8 Seasons,TV Comedies,Description for Show Title 7307.
s7308,Movie,Movie Title 7308,Ridley Scott,"Actor A, Actor B, Actor C",Italy,"April 8, 2010",2012,PG-13,121 min,"Anime Features, Stand-Up Comedy",Description for Movie Title 7308.
s7309,Movie,Movie Title 7309,,"Actor A, Actor B, Actor C",United States,"January 28, 2021",2008,R,62 min,"Music & Musicals, Comedies, Romantic Movies",Description for Movie Title 7309.
s7310,Movie,Movie Title 7310,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"January 2, 2021",2013,TV-14,74 min,"Sci-Fi & Fantasy, Dramas",Description for Movie Title 7310.
s7311,Movie,Movie Title 7311,Jordan Peele,"Actor A, Actor B, Actor C",United States,"November 14, 2017",2020,PG,112 min,Independent Movies,Description for Movie Title 7311.
s7312,Movie,Movie Title 7312,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"April 14, 2021",2011,R,70 min,"Independent Movies, Sports Movies, Romantic Movies",Description for Movie Title 7312.
s7313,Movie,Movie Title 7313,Ridley Scott,"Actor A, Actor B, Actor C",Japan,"March 9, 2020",2007,R,100 min,"Documentaries, Independent Movies",Description for Movie Title 7313.
s7314,Movie,Movie Title 7314,,"Actor A, Actor B, Actor C",United States,"February 1, 2019",1981,,110 min,"Stand-Up Comedy, Documentaries",Description for Movie Title 7314.
s7315,Movie,Movie Title 7315,Alfonso Cuarón,"Actor A, Actor B, Actor C",India,"November 1, 2020",2016,TV-14,72 min,"Comedies, Sci-Fi & Fantasy",Description for Movie Title 7315.
s7316,Movie,Movie Title 7316,Spike Lee,"Actor A, Actor B, Actor C",United States,"February 19, 2016",1981,PG-13,61 min,"Children & Family Movies, Stand-Up Comedy",Description for Movie Title 7316.
s7317,Movie,Movie Title 7317,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"March 11, 2020",1996,PG-13,153 min,"Horror Movies, Stand-Up Comedy",Description for Movie Title 7317.
s7318,Movie,Movie Title 7318,David Fincher,"Actor A, Actor B, Actor C",India,"June 1, 2015",1992,PG-13,52 min,Sports Movies,Description for Movie Title 7318.
s7319,TV Show,Show Title 7319,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"July 18, 2019",2011,TV-Y7,1 Season,"Kids' TV, Korean TV Shows, International TV Shows",Description for Show Title 7319.
s7320,Movie,Movie Title 7320,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"May 10, 2021",2001,TV-MA,145 min,"Stand-Up Comedy, Children & Family Movies",Description for Movie Title 7320.
s7321,Movie,Movie Title 7321,Alfonso Cuarón,"Actor A, Actor B, Actor C",Australia,"December 26, 2019",1968,PG,127 min,"Horror Movies, Stand-Up Comedy",Description for Movie Title 7321.
s7322,Movie,Movie Title 7322,Guillermo del Toro,"Actor A, Actor B, Actor C",Mexico,"May 13, 2017",2017,R,161 min,"Music & Musicals, Sci-Fi & Fantasy",Description for Movie Title 7322.
s7323,Movie,Movie Title 7323,Christopher Nolan,"Actor A, Actor B, Actor C",Argentina,"November 6, 2019",1985,NR,65 min,"Music & Musicals, Children & Family Movies",Description for Movie Title 7323.
s7324,Movie,Movie Title 7324,James Cameron,"Actor A, Actor B, Actor C",United States,"May 3, 2019",2005,PG-13,99 min,Horror Movies,Description for Movie Title 7324.
s7325,Movie,Movie Title 7325,,"Actor A, Actor B, Actor C","United States, United States","May 20, 2008",2016,PG,118 min,"Comedies, Action & Adventure",Description for Movie Title 7325.
s7326,Movie,Movie Title 7326,Spike Lee,"Actor A, Actor B, Actor C",United States,"November 5, 2020",2002,PG-13,104 min,Anime Features,Description for Movie Title 7326.
s7327,Movie,Movie Title 7327,Greta Gerwig,"Actor A, Actor B, Actor C",,"May 26, 2014",2018,PG-13,64 min,"Sports Movies, Action & Adventure",Description for Movie Title 7327.
s7328,Movie,Movie Title 7328,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"September 27, 2021",1962,TV-14,70 min,"Music & Musicals, Anime Features",Description for Movie Title 7328.
s7329,Movie,Movie Title 7329,Quentin Tarantino,"Actor A, Actor B, Actor C",India,"March 5, 2019",1996,TV-MA,70 min,"Horror Movies, Romantic Movies, Anime Features",Description for Movie Title 7329.
s7330,Movie,Movie Title 7330,,"Actor A, Actor B, Actor C",India,"October 17, 2018",2003,TV-MA,114 min,"Independent Movies, Anime Features",Description for Movie Title 7330.
s7331,TV Show,Show Title 7331,Martin Scorsese,"Actor A, Actor B, Actor C",Germany,"July 5, 2014",2015,TV-MA,4 Seasons,Crime TV Shows,Description for Show Title 7331.
s7332,TV Show,Show Title 7332,Ava DuVernay,"Actor A, Actor B, Actor C",United Kingdom,"March 9, 2020",1992,TV-MA,2 Seasons,"TV Dramas, Anime Series",Description for Show Title 7332.
s7333,TV Show,Show Title 7333,,"Actor A, Actor B, Actor C",United States,"February 10, 2019",1983,TV-Y7,1 Season,International TV Shows,Description for Show Title 7333.
s7334,Movie,Movie Title 7334,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"January 11, 2020",2021,NR,110 min,"Independent Movies, International Movies, Thrillers",Description for Movie Title 7334.
s7335,Movie,Movie Title 7335,Bong Joon-ho,"Actor A, Actor B, Actor C","Japan, India","April 1, 2018",2008,UR,122 min,Comedies,Description for Movie Title 7335.
s7336,Movie,Movie Title 7336,James Cameron,"Actor A, Actor B, Actor C",Argentina,"February 14, 2018",2016,R,49 min,"Romantic Movies, Action & Adventure",Description for Movie Title 7336.
